FROM,TO,時間
310602,310584,15
310602,310792,35
310602,310906,15
310602,308308,23
310602,309258,22
310602,310039,15
310602,310545,37
310602,310791,35
310602,310351,15
310602,307768,23
310602,310435,35
310602,310668,23
310602,310199,27
310602,310431,27
310602,310639,37
310602,310561,23
310602,310794,27
310602,310790,27
310602,310579,15
310602,309897,27
310602,310603,15
310602,310684,27
310602,310832,15
310602,310726,27
310602,310727,27
310602,310782,15
310602,310785,35
310602,310104,35
310602,310798,15
310602,310884,37
310602,310530,15
310602,310883,27
310602,310895,27
310602,310787,28
310602,310853,15
310602,309961,28
310602,310192,23
310602,310816,37
310602,310687,23
310602,310763,23
310602,310801,22
310602,310802,22
310602,310806,22
310602,310887,27
310602,310525,37
310602,310224,45
310602,310888,35
310602,310730,23
310602,310733,15
310602,310905,30
310602,310226,35
310602,310605,23
310602,310844,20
310602,310893,23
310602,310693,23
310602,310734,37
310602,start,0
310602,end,0
310603,310793,27
310603,310430,35
310603,309879,20
310603,310146,27
310603,310147,37
310603,310301,15
310603,310479,23
310603,310040,15
310603,309296,27
310603,310106,27
310603,310117,27
310603,310255,37
310603,310256,37
310603,310326,27
310603,310101,23
310603,310102,23
310603,310212,15
310603,310380,37
310603,310386,70
310603,310690,15
310603,310287,35
310603,310436,15
310603,310555,45
310603,310584,15
310603,310792,35
310603,310906,15
310603,308308,23
310603,309258,22
310603,310039,15
310603,310545,37
310603,310791,35
310603,310351,15
310603,307768,23
310603,310435,35
310603,310668,23
310603,310199,27
310603,310431,27
310603,310639,37
310603,310561,23
310603,310794,27
310603,310790,27
310603,310579,15
310603,309897,27
310603,310602,15
310603,310684,27
310603,310832,15
310603,310726,27
310603,310727,27
310603,310782,15
310603,310785,35
310603,310104,35
310603,310798,15
310603,310884,37
310603,310530,15
310603,310883,27
310603,310895,27
310603,310787,28
310603,310853,15
310603,309961,28
310603,310192,23
310603,310816,37
310603,310687,23
310603,310763,23
310603,310801,22
310603,310802,22
310603,310806,22
310603,310887,27
310603,310525,37
310603,310224,45
310603,310888,35
310603,310730,23
310603,310733,15
310603,310905,30
310603,310226,35
310603,310605,23
310603,310844,20
310603,310893,23
310603,310693,23
310603,310734,37
310603,start,0
310603,end,0
310684,310793,27
310684,310430,23
310684,309879,27
310684,310146,27
310684,310147,37
310684,310301,27
310684,310479,35
310684,310040,27
310684,309296,27
310684,310106,27
310684,310117,27
310684,310255,37
310684,310256,37
310684,310326,27
310684,310101,35
310684,310102,35
310684,310212,27
310684,310380,37
310684,310386,70
310684,310690,27
310684,310287,35
310684,310436,27
310684,310555,45
310684,310584,27
310684,310792,35
310684,310906,27
310684,308308,35
310684,309258,20
310684,310039,27
310684,310545,37
310684,310791,35
310684,310351,27
310684,307768,35
310684,310435,23
310684,310668,35
310684,310199,27
310684,310431,22
310684,310639,37
310684,310561,35
310684,310794,27
310684,310790,27
310684,310579,27
310684,309897,27
310684,310602,27
310684,310603,27
310684,310832,27
310684,310726,22
310684,310727,22
310684,310782,27
310684,310785,35
310684,310104,23
310684,310798,27
310684,310884,37
310684,310530,27
310684,310883,15
310684,310895,22
310684,310787,35
310684,310853,27
310684,309961,35
310684,310192,35
310684,310816,37
310684,310687,35
310684,310763,35
310684,310801,27
310684,310802,27
310684,310806,27
310684,310887,27
310684,310525,37
310684,310224,45
310684,310888,23
310684,310730,35
310684,310733,27
310684,310905,37
310684,310226,35
310684,310605,35
310684,310844,27
310684,310893,35
310684,310693,35
310684,310734,37
310684,start,0
310684,end,0
310832,310793,27
310832,310430,35
310832,309879,20
310832,310146,27
310832,310147,37
310832,310301,15
310832,310479,23
310832,310040,15
310832,309296,27
310832,310106,27
310832,310117,27
310832,310255,37
310832,310256,37
310832,310326,27
310832,310101,23
310832,310102,23
310832,310212,15
310832,310380,37
310832,310386,70
310832,310690,15
310832,310287,35
310832,310436,15
310832,310555,45
310832,310584,15
310832,310792,35
310832,310906,15
310832,308308,23
310832,309258,22
310832,310039,15
310832,310545,37
310832,310791,35
310832,310351,15
310832,307768,23
310832,310435,35
310832,310668,23
310832,310199,27
310832,310431,27
310832,310639,37
310832,310561,23
310832,310794,27
310832,310790,27
310832,310579,15
310832,309897,27
310832,310602,15
310832,310603,15
310832,310684,27
310832,310726,27
310832,310727,27
310832,310782,15
310832,310785,35
310832,310104,35
310832,310798,15
310832,310884,37
310832,310530,15
310832,310883,27
310832,310895,27
310832,310787,28
310832,310853,15
310832,309961,28
310832,310192,23
310832,310816,37
310832,310687,23
310832,310763,23
310832,310801,22
310832,310802,22
310832,310806,22
310832,310887,27
310832,310525,37
310832,310224,45
310832,310888,35
310832,310730,23
310832,310733,15
310832,310905,30
310832,310226,35
310832,310605,23
310832,310844,20
310832,310893,23
310832,310693,23
310832,310734,37
310832,start,0
310832,end,0
310726,310793,27
310726,310430,30
310726,309879,27
310726,310146,27
310726,310147,37
310726,310301,27
310726,310479,35
310726,310040,27
310726,309296,27
310726,310106,27
310726,310117,27
310726,310255,37
310726,310256,37
310726,310326,27
310726,310101,35
310726,310102,35
310726,310212,27
310726,310380,37
310726,310386,70
310726,310690,27
310726,310287,35
310726,310436,27
310726,310555,45
310726,310584,27
310726,310792,35
310726,310906,27
310726,308308,35
310726,309258,27
310726,310039,27
310726,310545,37
310726,310791,35
310726,310351,27
310726,307768,35
310726,310435,30
310726,310668,35
310726,310199,27
310726,310431,15
310726,310639,37
310726,310561,35
310726,310794,20
310726,310790,27
310726,310579,27
310726,309897,27
310726,310602,27
310726,310603,27
310726,310684,22
310726,310832,27
310726,310727,15
310726,310782,27
310726,310785,35
310726,310104,30
310726,310798,27
310726,310884,37
310726,310530,27
310726,310883,22
310726,310895,15
310726,310787,35
310726,310853,27
310726,309961,35
310726,310192,35
310726,310816,37
310726,310687,35
310726,310763,35
310726,310801,27
310726,310802,27
310726,310806,27
310726,310887,20
310726,310525,37
310726,310224,45
310726,310888,30
310726,310730,35
310726,310733,27
310726,310905,37
310726,310226,35
310726,310605,35
310726,310844,27
310726,310893,35
310726,310693,35
310726,310734,37
310726,start,0
310726,end,0
310727,310793,27
310727,310430,30
310727,309879,27
310727,310146,27
310727,310147,37
310727,310301,27
310727,310479,35
310727,310040,27
310727,309296,27
310727,310106,27
310727,310117,27
310727,310255,37
310727,310256,37
310727,310326,27
310727,310101,35
310727,310102,35
310727,310212,27
310727,310380,37
310727,310386,70
310727,310690,27
310727,310287,35
310727,310436,27
310727,310555,45
310727,310584,27
310727,310792,35
310727,310906,27
310727,308308,35
310727,309258,27
310727,310039,27
310727,310545,37
310727,310791,35
310727,310351,27
310727,307768,35
310727,310435,30
310727,310668,35
310727,310199,27
310727,310431,15
310727,310639,37
310727,310561,35
310727,310794,20
310727,310790,27
310727,310579,27
310727,309897,27
310727,310602,27
310727,310603,27
310727,310684,22
310727,310832,27
310727,310726,15
310727,310782,27
310727,310785,35
310727,310104,30
310727,310798,27
310727,310884,37
310727,310530,27
310727,310883,22
310727,310895,15
310727,310787,35
310727,310853,27
310727,309961,35
310727,310192,35
310727,310816,37
310727,310687,35
310727,310763,35
310727,310801,27
310727,310802,27
310727,310806,27
310727,310887,20
310727,310525,37
310727,310224,45
310727,310888,30
310727,310730,35
310727,310733,27
310727,310905,37
310727,310226,35
310727,310605,35
310727,310844,27
310727,310893,35
310727,310693,35
310727,310734,37
310727,start,0
310727,end,0
310782,310793,27
310782,310430,35
310782,309879,20
310782,310146,27
310782,310147,37
310782,310301,15
310782,310479,23
310782,310040,15
310782,309296,27
310782,310106,27
310782,310117,27
310782,310255,37
310782,310256,37
310782,310326,27
310782,310101,23
310782,310102,23
310782,310212,15
310782,310380,37
310782,310386,70
310782,310690,15
310782,310287,35
310782,310436,15
310782,310555,45
310782,310584,15
310782,310792,35
310782,310906,15
310782,308308,23
310782,309258,22
310782,310039,15
310782,310545,37
310782,310791,35
310782,310351,15
310782,307768,23
310782,310435,35
310782,310668,23
310782,310199,27
310782,310431,27
310782,310639,37
310782,310561,23
310782,310794,27
310782,310790,27
310782,310579,15
310782,309897,27
310782,310602,15
310782,310603,15
310782,310684,27
310782,310832,15
310782,310726,27
310782,310727,27
310782,310785,35
310782,310104,35
310782,310798,15
310782,310884,37
310782,310530,15
310782,310883,27
310782,310895,27
310782,310787,28
310782,310853,15
310782,309961,28
310782,310192,23
310782,310816,37
310782,310687,23
310782,310763,23
310782,310801,22
310782,310802,22
310782,310806,22
310782,310887,27
310782,310525,37
310782,310224,45
310782,310888,35
310782,310730,23
310782,310733,15
310782,310905,30
310782,310226,35
310782,310605,23
310782,310844,20
310782,310893,23
310782,310693,23
310782,310734,37
310782,start,0
310782,end,0
310785,310793,35
310785,310430,27
310785,309879,35
310785,310146,35
310785,310147,45
310785,310301,35
310785,310479,27
310785,310040,35
310785,309296,35
310785,310106,35
310785,310117,35
310785,310255,45
310785,310256,45
310785,310326,35
310785,310101,27
310785,310102,27
310785,310212,35
310785,310380,38
310785,310386,62
310785,310690,35
310785,310287,27
310785,310436,35
310785,310555,37
310785,310584,35
310785,310792,27
310785,310906,35
310785,308308,27
310785,309258,35
310785,310039,35
310785,310545,45
310785,310791,27
310785,310351,35
310785,307768,27
310785,310435,27
310785,310668,27
310785,310199,35
310785,310431,35
310785,310639,45
310785,310561,27
310785,310794,35
310785,310790,35
310785,310579,35
310785,309897,35
310785,310602,35
310785,310603,35
310785,310684,35
310785,310832,35
310785,310726,35
310785,310727,35
310785,310782,35
310785,310104,27
310785,310798,35
310785,310884,45
310785,310530,35
310785,310883,35
310785,310895,35
310785,310787,27
310785,310853,35
310785,309961,27
310785,310192,27
310785,310816,45
310785,310687,27
310785,310763,27
310785,310801,35
310785,310802,35
310785,310806,35
310785,310887,35
310785,310525,45
310785,310224,37
310785,310888,27
310785,310730,27
310785,310733,35
310785,310905,45
310785,310226,27
310785,310605,27
310785,310844,35
310785,310893,27
310785,310693,27
310785,310734,45
310785,start,0
310785,end,0
310104,310793,35
310104,310430,15
310104,309879,35
310104,310146,35
310104,310147,45
310104,310301,35
310104,310479,27
310104,310040,35
310104,309296,35
310104,310106,35
310104,310117,35
310104,310255,45
310104,310256,45
310104,310326,35
310104,310101,27
310104,310102,27
310104,310212,35
310104,310380,45
310104,310386,62
310104,310690,35
310104,310287,27
310104,310436,35
310104,310555,37
310104,310584,35
310104,310792,27
310104,310906,35
310104,308308,27
310104,309258,28
310104,310039,35
310104,310545,45
310104,310791,27
310104,310351,35
310104,307768,27
310104,310435,15
310104,310668,27
310104,310199,35
310104,310431,30
310104,310639,45
310104,310561,27
310104,310794,35
310104,310790,35
310104,310579,35
310104,309897,35
310104,310602,35
310104,310603,35
310104,310684,23
310104,310832,35
310104,310726,30
310104,310727,30
310104,310782,35
310104,310785,27
310104,310798,35
310104,310884,45
310104,310530,35
310104,310883,23
310104,310895,30
310104,310787,27
310104,310853,35
310104,309961,27
310104,310192,27
310104,310816,45
310104,310687,27
310104,310763,27
310104,310801,35
310104,310802,35
310104,310806,35
310104,310887,35
310104,310525,45
310104,310224,37
310104,310888,15
310104,310730,27
310104,310733,35
310104,310905,45
310104,310226,27
310104,310605,27
310104,310844,35
310104,310893,27
310104,310693,27
310104,310734,45
310104,start,0
310104,end,0
310798,310793,27
310798,310430,35
310798,309879,20
310798,310146,27
310798,310147,37
310798,310301,15
310798,310479,23
310798,310040,15
310798,309296,27
310798,310106,27
310798,310117,27
310798,310255,37
310798,310256,37
310798,310326,27
310798,310101,23
310798,310102,23
310798,310212,15
310798,310380,37
310798,310386,70
310798,310690,15
310798,310287,35
310798,310436,15
310798,310555,45
310798,310584,15
310798,310792,35
310798,310906,15
310798,308308,23
310798,309258,22
310798,310039,15
310798,310545,37
310798,310791,35
310798,310351,15
310798,307768,23
310798,310435,35
310798,310668,23
310798,310199,27
310798,310431,27
310798,310639,37
310798,310561,23
310798,310794,27
310798,310790,27
310798,310579,15
310798,309897,27
310798,310602,15
310798,310603,15
310798,310684,27
310798,310832,15
310798,310726,27
310798,310727,27
310798,310782,15
310798,310785,35
310798,310104,35
310798,310884,37
310798,310530,15
310798,310883,27
310798,310895,27
310798,310787,28
310798,310853,15
310798,309961,28
310798,310192,23
310798,310816,37
310798,310687,23
310798,310763,23
310798,310801,22
310798,310802,22
310798,310806,22
310798,310887,27
310798,310525,37
310798,310224,45
310798,310888,35
310798,310730,23
310798,310733,15
310798,310905,30
310798,310226,35
310798,310605,23
310798,310844,20
310798,310893,23
310798,310693,23
310798,310734,37
310798,start,0
310798,end,0
310884,310793,37
310884,310430,45
310884,309879,37
310884,310146,37
310884,310147,27
310884,310301,37
310884,310479,45
310884,310040,37
310884,309296,37
310884,310106,37
310884,310117,37
310884,310255,27
310884,310256,27
310884,310326,37
310884,310101,45
310884,310102,45
310884,310212,37
310884,310380,27
310884,310386,60
310884,310690,37
310884,310287,45
310884,310436,37
310884,310555,35
310884,310584,37
310884,310792,45
310884,310906,37
310884,308308,45
310884,309258,37
310884,310039,37
310884,310545,27
310884,310791,45
310884,310351,37
310884,307768,45
310884,310435,45
310884,310668,45
310884,310199,37
310884,310431,37
310884,310639,27
310884,310561,45
310884,310794,37
310884,310790,37
310884,310579,37
310884,309897,37
310884,310602,37
310884,310603,37
310884,310684,37
310884,310832,37
310884,310726,37
310884,310727,37
310884,310782,37
310884,310785,45
310884,310104,45
310884,310798,37
310884,310530,37
310884,310883,37
310884,310895,37
310884,310787,45
310884,310853,37
310884,309961,45
310884,310192,45
310884,310816,27
310884,310687,45
310884,310763,45
310884,310801,37
310884,310802,37
310884,310806,37
310884,310887,37
310884,310525,27
310884,310224,35
310884,310888,45
310884,310730,45
310884,310733,37
310884,310905,27
310884,310226,45
310884,310605,45
310884,310844,37
310884,310893,45
310884,310693,45
310884,310734,27
310884,start,0
310884,end,0
310530,310793,27
310530,310430,35
310530,309879,20
310530,310146,27
310530,310147,37
310530,310301,15
310530,310479,23
310530,310040,15
310530,309296,27
310530,310106,27
310530,310117,27
310530,310255,37
310530,310256,37
310530,310326,27
310530,310101,23
310530,310102,23
310530,310212,15
310530,310380,37
310530,310386,70
310530,310690,15
310530,310287,35
310530,310436,15
310530,310555,45
310530,310584,15
310530,310792,35
310530,310906,15
310530,308308,23
310530,309258,22
310530,310039,15
310530,310545,37
310530,310791,35
310530,310351,15
310530,307768,23
310530,310435,35
310530,310668,23
310530,310199,27
310530,310431,27
310530,310639,37
310530,310561,23
310530,310794,27
310530,310790,27
310530,310579,15
310530,309897,27
310530,310602,15
310530,310603,15
310530,310684,27
310530,310832,15
310530,310726,27
310530,310727,27
310530,310782,15
310530,310785,35
310530,310104,35
310530,310798,15
310530,310884,37
310530,310883,27
310530,310895,27
310530,310787,28
310530,310853,15
310530,309961,28
310530,310192,23
310530,310816,37
310530,310687,23
310530,310763,23
310530,310801,22
310530,310802,22
310530,310806,22
310530,310887,27
310530,310525,37
310530,310224,45
310530,310888,35
310530,310730,23
310530,310733,15
310530,310905,30
310530,310226,35
310530,310605,23
310530,310844,20
310530,310893,23
310530,310693,23
310530,310734,37
310530,start,0
310530,end,0
310883,310793,27
310883,310430,23
310883,309879,27
310883,310146,27
310883,310147,37
310883,310301,27
310883,310479,35
310883,310040,27
310883,309296,27
310883,310106,27
310883,310117,27
310883,310255,37
310883,310256,37
310883,310326,27
310883,310101,35
310883,310102,35
310883,310212,27
310883,310380,37
310883,310386,70
310883,310690,27
310883,310287,35
310883,310436,27
310883,310555,45
310883,310584,27
310883,310792,35
310883,310906,27
310883,308308,35
310883,309258,20
310883,310039,27
310883,310545,37
310883,310791,35
310883,310351,27
310883,307768,35
310883,310435,23
310883,310668,35
310883,310199,27
310883,310431,22
310883,310639,37
310883,310561,35
310883,310794,27
310883,310790,27
310883,310579,27
310883,309897,27
310883,310602,27
310883,310603,27
310883,310684,15
310883,310832,27
310883,310726,22
310883,310727,22
310883,310782,27
310883,310785,35
310883,310104,23
310883,310798,27
310883,310884,37
310883,310530,27
310883,310895,22
310883,310787,35
310883,310853,27
310883,309961,35
310883,310192,35
310883,310816,37
310883,310687,35
310883,310763,35
310883,310801,27
310883,310802,27
310883,310806,27
310883,310887,27
310883,310525,37
310883,310224,45
310883,310888,23
310883,310730,35
310883,310733,27
310883,310905,37
310883,310226,35
310883,310605,35
310883,310844,27
310883,310893,35
310883,310693,35
310883,310734,37
310883,start,0
310883,end,0
310895,310793,27
310895,310430,30
310895,309879,27
310895,310146,27
310895,310147,37
310895,310301,27
310895,310479,35
310895,310040,27
310895,309296,27
310895,310106,27
310895,310117,27
310895,310255,37
310895,310256,37
310895,310326,27
310895,310101,35
310895,310102,35
310895,310212,27
310895,310380,37
310895,310386,70
310895,310690,27
310895,310287,35
310895,310436,27
310895,310555,45
310895,310584,27
310895,310792,35
310895,310906,27
310895,308308,35
310895,309258,27
310895,310039,27
310895,310545,37
310895,310791,35
310895,310351,27
310895,307768,35
310895,310435,30
310895,310668,35
310895,310199,27
310895,310431,15
310895,310639,37
310895,310561,35
310895,310794,20
310895,310790,27
310895,310579,27
310895,309897,27
310895,310602,27
310895,310603,27
310895,310684,22
310895,310832,27
310895,310726,15
310895,310727,15
310895,310782,27
310895,310785,35
310895,310104,30
310895,310798,27
310895,310884,37
310895,310530,27
310895,310883,22
310895,310787,35
310895,310853,27
310895,309961,35
310895,310192,35
310895,310816,37
310895,310687,35
310895,310763,35
310895,310801,27
310895,310802,27
310895,310806,27
310895,310887,20
310895,310525,37
310895,310224,45
310895,310888,30
310895,310730,35
310895,310733,27
310895,310905,37
310895,310226,35
310895,310605,35
310895,310844,27
310895,310893,35
310895,310693,35
310895,310734,37
310895,start,0
310895,end,0
310787,310793,35
310787,310430,27
310787,309879,28
310787,310146,35
310787,310147,45
310787,310301,28
310787,310479,20
310787,310040,28
310787,309296,35
310787,310106,35
310787,310117,35
310787,310255,45
310787,310256,45
310787,310326,35
310787,310101,20
310787,310102,20
310787,310212,28
310787,310380,45
310787,310386,62
310787,310690,28
310787,310287,27
310787,310436,28
310787,310555,37
310787,310584,28
310787,310792,27
310787,310906,28
310787,308308,20
310787,309258,35
310787,310039,28
310787,310545,45
310787,310791,27
310787,310351,28
310787,307768,20
310787,310435,27
310787,310668,20
310787,310199,35
310787,310431,35
310787,310639,45
310787,310561,20
310787,310794,35
310787,310790,35
310787,310579,28
310787,309897,35
310787,310602,28
310787,310603,28
310787,310684,35
310787,310832,28
310787,310726,35
310787,310727,35
310787,310782,28
310787,310785,27
310787,310104,27
310787,310798,28
310787,310884,45
310787,310530,28
310787,310883,35
310787,310895,35
310787,310853,28
310787,309961,20
310787,310192,20
310787,310816,45
310787,310687,20
310787,310763,20
310787,310801,35
310787,310802,35
310787,310806,35
310787,310887,35
310787,310525,45
310787,310224,37
310787,310888,27
310787,310730,20
310787,310733,28
310787,310905,38
310787,310226,27
310787,310605,20
310787,310844,28
310787,310893,20
310787,310693,20
310787,310734,45
310787,start,0
310787,end,0
310853,310793,27
310853,310430,35
310853,309879,20
310853,310146,27
310853,310147,37
310853,310301,15
310853,310479,23
310853,310040,15
310853,309296,27
310853,310106,27
310853,310117,27
310853,310255,37
310853,310256,37
310853,310326,27
310853,310101,23
310853,310102,23
310853,310212,15
310853,310380,37
310853,310386,70
310853,310690,15
310853,310287,35
310853,310436,15
310853,310555,45
310853,310584,15
310853,310792,35
310853,310906,15
310853,308308,23
310853,309258,22
310853,310039,15
310853,310545,37
310853,310791,35
310853,310351,15
310853,307768,23
310853,310435,35
310853,310668,23
310853,310199,27
310853,310431,27
310853,310639,37
310853,310561,23
310853,310794,27
310853,310790,27
310853,310579,15
310853,309897,27
310853,310602,15
310853,310603,15
310853,310684,27
310853,310832,15
310853,310726,27
310853,310727,27
310853,310782,15
310853,310785,35
310853,310104,35
310853,310798,15
310853,310884,37
310853,310530,15
310853,310883,27
310853,310895,27
310853,310787,28
310853,309961,28
310853,310192,23
310853,310816,37
310853,310687,23
310853,310763,23
310853,310801,22
310853,310802,22
310853,310806,22
310853,310887,27
310853,310525,37
310853,310224,45
310853,310888,35
310853,310730,23
310853,310733,15
310853,310905,30
310853,310226,35
310853,310605,23
310853,310844,20
310853,310893,23
310853,310693,23
310853,310734,37
310853,start,0
310853,end,0
309961,310793,35
309961,310430,27
309961,309879,28
309961,310146,35
309961,310147,45
309961,310301,28
309961,310479,20
309961,310040,28
309961,309296,35
309961,310106,35
309961,310117,35
309961,310255,45
309961,310256,45
309961,310326,35
309961,310101,20
309961,310102,20
309961,310212,28
309961,310380,45
309961,310386,62
309961,310690,28
309961,310287,27
309961,310436,28
309961,310555,37
309961,310584,28
309961,310792,27
309961,310906,28
309961,308308,20
309961,309258,35
309961,310039,28
309961,310545,45
309961,310791,27
309961,310351,28
309961,307768,20
309961,310435,27
309961,310668,20
309961,310199,35
309961,310431,35
309961,310639,45
309961,310561,20
309961,310794,35
309961,310790,35
309961,310579,28
309961,309897,35
309961,310602,28
309961,310603,28
309961,310684,35
309961,310832,28
309961,310726,35
309961,310727,35
309961,310782,28
309961,310785,27
309961,310104,27
309961,310798,28
309961,310884,45
309961,310530,28
309961,310883,35
309961,310895,35
309961,310787,20
309961,310853,28
309961,310192,20
309961,310816,45
309961,310687,20
309961,310763,20
309961,310801,35
309961,310802,35
309961,310806,35
309961,310887,35
309961,310525,45
309961,310224,37
309961,310888,27
309961,310730,20
309961,310733,28
309961,310905,38
309961,310226,27
309961,310605,20
309961,310844,23
309961,310893,20
309961,310693,20
309961,310734,45
309961,start,0
309961,end,0
310192,310793,35
310192,310430,27
310192,309879,28
310192,310146,35
310192,310147,45
310192,310301,23
310192,310479,15
310192,310040,23
310192,309296,35
310192,310106,35
310192,310117,35
310192,310255,45
310192,310256,45
310192,310326,35
310192,310101,15
310192,310102,15
310192,310212,23
310192,310380,45
310192,310386,62
310192,310690,23
310192,310287,27
310192,310436,23
310192,310555,37
310192,310584,23
310192,310792,27
310192,310906,23
310192,308308,15
310192,309258,30
310192,310039,23
310192,310545,45
310192,310791,27
310192,310351,23
310192,307768,15
310192,310435,27
310192,310668,15
310192,310199,35
310192,310431,35
310192,310639,45
310192,310561,15
310192,310794,35
310192,310790,35
310192,310579,23
310192,309897,35
310192,310602,23
310192,310603,23
310192,310684,35
310192,310832,23
310192,310726,35
310192,310727,35
310192,310782,23
310192,310785,27
310192,310104,27
310192,310798,23
310192,310884,45
310192,310530,23
310192,310883,35
310192,310895,35
310192,310787,20
310192,310853,23
310192,309961,20
310192,310816,45
310192,310687,15
310192,310763,15
310192,310801,30
310192,310802,30
310192,310806,30
310192,310887,35
310192,310525,45
310192,310224,37
310192,310888,27
310192,310730,15
310192,310733,23
310192,310905,38
310192,310226,27
310192,310605,15
310192,310844,28
310192,310893,15
310192,310693,15
310192,310734,45
310192,start,0
310192,end,0
310816,310793,37
310816,310430,45
310816,309879,37
310816,310146,37
310816,310147,27
310816,310301,37
310816,310479,45
310816,310040,37
310816,309296,37
310816,310106,37
310816,310117,37
310816,310255,27
310816,310256,27
310816,310326,37
310816,310101,45
310816,310102,45
310816,310212,37
310816,310380,27
310816,310386,60
310816,310690,37
310816,310287,45
310816,310436,37
310816,310555,35
310816,310584,37
310816,310792,45
310816,310906,37
310816,308308,45
310816,309258,37
310816,310039,37
310816,310545,27
310816,310791,38
310816,310351,37
310816,307768,45
310816,310435,45
310816,310668,45
310816,310199,37
310816,310431,37
310816,310639,27
310816,310561,45
310816,310794,37
310816,310790,37
310816,310579,37
310816,309897,37
310816,310602,37
310816,310603,37
310816,310684,37
310816,310832,37
310816,310726,37
310816,310727,37
310816,310782,37
310816,310785,45
310816,310104,45
310816,310798,37
310816,310884,27
310816,310530,37
310816,310883,37
310816,310895,37
310816,310787,45
310816,310853,37
310816,309961,45
310816,310192,45
310816,310687,45
310816,310763,45
310816,310801,30
310816,310802,30
310816,310806,30
310816,310887,37
310816,310525,27
310816,310224,35
310816,310888,45
310816,310730,45
310816,310733,37
310816,310905,27
310816,310226,45
310816,310605,45
310816,310844,37
310816,310893,45
310816,310693,45
310816,310734,20
310816,start,0
310816,end,0
310687,310793,35
310687,310430,27
310687,309879,28
310687,310146,35
310687,310147,45
310687,310301,23
310687,310479,15
310687,310040,23
310687,309296,35
310687,310106,35
310687,310117,35
310687,310255,45
310687,310256,45
310687,310326,35
310687,310101,15
310687,310102,15
310687,310212,23
310687,310380,45
310687,310386,62
310687,310690,23
310687,310287,27
310687,310436,23
310687,310555,37
310687,310584,23
310687,310792,27
310687,310906,23
310687,308308,15
310687,309258,30
310687,310039,23
310687,310545,45
310687,310791,27
310687,310351,23
310687,307768,15
310687,310435,27
310687,310668,15
310687,310199,35
310687,310431,35
310687,310639,45
310687,310561,15
310687,310794,35
310687,310790,35
310687,310579,23
310687,309897,35
310687,310602,23
310687,310603,23
310687,310684,35
310687,310832,23
310687,310726,35
310687,310727,35
310687,310782,23
310687,310785,27
310687,310104,27
310687,310798,23
310687,310884,45
310687,310530,23
310687,310883,35
310687,310895,35
310687,310787,20
310687,310853,23
310687,309961,20
310687,310192,15
310687,310816,45
310687,310763,15
310687,310801,30
310687,310802,30
310687,310806,30
310687,310887,35
310687,310525,45
310687,310224,37
310687,310888,27
310687,310730,15
310687,310733,23
310687,310905,38
310687,310226,27
310687,310605,15
310687,310844,28
310687,310893,15
310687,310693,15
310687,310734,45
310687,start,0
310687,end,0
310763,310793,35
310763,310430,27
310763,309879,28
310763,310146,35
310763,310147,45
310763,310301,23
310763,310479,15
310763,310040,23
310763,309296,35
310763,310106,35
310763,310117,35
310763,310255,45
310763,310256,45
310763,310326,35
310763,310101,15
310763,310102,15
310763,310212,23
310763,310380,45
310763,310386,62
310763,310690,23
310763,310287,27
310763,310436,23
310763,310555,37
310763,310584,23
310763,310792,27
310763,310906,23
310763,308308,15
310763,309258,30
310763,310039,23
310763,310545,45
310763,310791,27
310763,310351,23
310763,307768,15
310763,310435,27
310763,310668,15
310763,310199,35
310763,310431,35
310763,310639,45
310763,310561,15
310763,310794,35
310763,310790,35
310763,310579,23
310763,309897,35
310763,310602,23
310763,310603,23
310763,310684,35
310763,310832,23
310763,310726,35
310763,310727,35
310763,310782,23
310763,310785,27
310763,310104,27
310763,310798,23
310763,310884,45
310763,310530,23
310763,310883,35
310763,310895,35
310763,310787,20
310763,310853,23
310763,309961,20
310763,310192,15
310763,310816,45
310763,310687,15
310763,310801,30
310763,310802,30
310763,310806,30
310763,310887,35
310763,310525,45
310763,310224,37
310763,310888,27
310763,310730,15
310763,310733,23
310763,310905,38
310763,310226,27
310763,310605,15
310763,310844,28
310763,310893,15
310763,310693,15
310763,310734,45
310763,start,0
310763,end,0
310801,310793,27
310801,310430,35
310801,309879,27
310801,310146,27
310801,310147,37
310801,310301,22
310801,310479,30
310801,310040,22
310801,309296,27
310801,310106,27
310801,310117,27
310801,310255,37
310801,310256,37
310801,310326,27
310801,310101,30
310801,310102,30
310801,310212,22
310801,310380,37
310801,310386,70
310801,310690,22
310801,310287,35
310801,310436,22
310801,310555,45
310801,310584,22
310801,310792,35
310801,310906,22
310801,308308,30
310801,309258,22
310801,310039,22
310801,310545,37
310801,310791,28
310801,310351,22
310801,307768,30
310801,310435,35
310801,310668,30
310801,310199,27
310801,310431,27
310801,310639,37
310801,310561,30
310801,310794,27
310801,310790,27
310801,310579,22
310801,309897,27
310801,310602,22
310801,310603,22
310801,310684,27
310801,310832,22
310801,310726,27
310801,310727,27
310801,310782,22
310801,310785,35
310801,310104,35
310801,310798,22
310801,310884,37
310801,310530,22
310801,310883,27
310801,310895,27
310801,310787,35
310801,310853,22
310801,309961,35
310801,310192,30
310801,310816,30
310801,310687,30
310801,310763,30
310801,310802,15
310801,310806,15
310801,310887,27
310801,310525,37
310801,310224,45
310801,310888,35
310801,310730,30
310801,310733,22
310801,310905,37
310801,310226,35
310801,310605,30
310801,310844,27
